customer_id,subscription_start,subscription_end,plan_type,plan_price
1925,1/6/2021,,Standard,799
1926,5/30/2022,,Premium,1199
1927,9/1/2022,3/28/2024,Standard,799
1928,4/22/2022,,Basic,499
1929,4/27/2021,,Standard,799
1930,1/25/2023,6/19/2024,Basic,499
1931,3/11/2022,6/29/2023,Standard,799
1932,1/18/2021,,Standard,799
1933,7/12/2022,,Standard,799
1934,5/30/2021,,Premium,1199
1935,2/1/2022,,Premium,1199
1936,7/10/2022,5/12/2024,Basic,499
1937,2/22/2021,,Standard,799
1938,2/15/2022,10/21/2023,Basic,499
1939,6/1/2023,,Basic,499
1940,10/1/2021,,Basic,499
1941,8/11/2022,,Standard,799
1942,1/23/2021,,Standard,799
1943,5/7/2021,10/9/2022,Standard,799
1944,4/13/2023,,Basic,499
1945,11/15/2021,10/2/2023,Standard,799
1946,6/24/2021,,Basic,499
1947,7/7/2023,,Standard,799
1948,10/1/2021,,Premium,1199
1949,8/3/2021,,Standard,799
1950,9/25/2023,1/27/2025,Basic,499
1951,6/7/2022,,Standard,799
1952,8/4/2022,4/24/2024,Basic,499
1953,9/25/2023,2/28/2025,Standard,799
1954,10/22/2021,,Standard,799
1955,8/25/2022,,Standard,799
1956,10/11/2022,,Standard,799
1957,12/19/2022,,Standard,799
1958,2/17/2023,,Basic,499
1959,8/17/2021,,Basic,499
1960,12/9/2021,,Basic,499
1961,12/27/2021,,Basic,499
1962,12/15/2022,,Basic,499
1963,2/7/2022,12/15/2022,Premium,1199
1964,3/4/2022,,Standard,799
1965,3/15/2023,,Basic,499
1966,3/6/2022,,Standard,799
1967,6/1/2023,,Basic,499
1968,10/25/2022,,Standard,799
1969,5/29/2023,8/26/2024,Basic,499
1970,1/13/2022,12/7/2023,Standard,799
1971,5/4/2021,5/18/2022,Standard,799
1972,4/29/2022,,Standard,799
1973,1/11/2021,2/25/2022,Basic,499
1974,2/11/2023,9/19/2024,Premium,1199
1975,1/8/2021,12/6/2022,Standard,799
1976,6/22/2023,7/27/2024,Standard,799
1977,2/2/2022,,Standard,799
1978,1/23/2021,,Standard,799
1979,6/30/2021,,Basic,499
1980,1/25/2021,,Premium,1199
1981,1/30/2023,,Standard,799
1982,3/27/2023,10/12/2024,Premium,1199
1983,7/30/2023,2/4/2025,Basic,499
1984,7/23/2022,,Basic,499
1985,6/10/2023,,Basic,499
1986,5/4/2021,,Basic,499
1987,3/12/2023,,Basic,499
1988,1/24/2023,8/6/2024,Standard,799
1989,1/17/2021,1/15/2023,Premium,1199
1990,4/16/2023,,Basic,499
1991,9/22/2021,6/10/2023,Basic,499
1992,10/31/2021,,Standard,799
1993,10/19/2021,11/13/2022,Basic,499
1994,6/29/2021,,Standard,799
1995,1/15/2023,,Basic,499
1996,4/7/2022,5/6/2023,Basic,499
1997,3/25/2023,,Standard,799
1998,11/1/2021,10/2/2023,Basic,499
1999,7/24/2021,,Standard,799
2000,9/6/2022,3/21/2024,Basic,499
2001,2/26/2022,,Standard,799
2002,1/31/2022,10/28/2023,Standard,799
2003,1/2/2023,11/26/2024,Premium,1199
2004,11/3/2021,11/23/2022,Basic,499
2005,3/15/2021,,Premium,1199
2006,12/29/2022,2/23/2024,Basic,499
2007,11/14/2021,,Basic,499
2008,7/7/2021,,Basic,499
2009,10/31/2021,11/29/2022,Standard,799
2010,3/6/2021,,Basic,499
2011,3/6/2023,11/6/2023,Standard,799
2012,11/28/2022,,Basic,499
2013,9/18/2023,8/21/2024,Premium,1199
2014,12/6/2022,,Basic,499
2015,7/25/2023,9/15/2024,Basic,499
2016,3/31/2023,,Premium,1199
2017,1/21/2023,7/4/2024,Basic,499
2018,1/28/2021,,Premium,1199
2019,9/8/2021,,Standard,799
2020,7/12/2022,,Basic,499
2021,9/26/2023,,Standard,799
2022,12/3/2021,,Basic,499
2023,1/27/2022,3/7/2023,Standard,799
2024,11/2/2021,,Premium,1199
2025,4/30/2022,,Premium,1199
2026,7/10/2021,,Basic,499
2027,9/22/2022,5/12/2023,Basic,499
2028,7/24/2022,5/19/2024,Standard,799
2029,7/27/2023,,Standard,799
2030,3/19/2022,,Basic,499
2031,8/20/2021,5/5/2023,Premium,1199
2032,12/25/2022,10/18/2023,Standard,799
2033,2/21/2023,3/27/2024,Standard,799
2034,8/5/2022,,Standard,799
2035,5/29/2022,,Standard,799
2036,3/29/2021,,Standard,799
2037,1/2/2022,,Standard,799
2038,11/12/2022,,Standard,799
2039,6/22/2022,5/2/2023,Basic,499
2040,5/23/2022,,Premium,1199
2041,8/30/2023,,Basic,499
2042,9/16/2022,,Standard,799
2043,9/22/2023,,Premium,1199
2044,5/19/2021,,Standard,799
2045,7/31/2021,,Basic,499
2046,1/24/2023,1/18/2024,Basic,499
2047,11/26/2021,9/24/2023,Standard,799
2048,1/14/2021,,Premium,1199
2049,12/28/2022,7/28/2023,Basic,499
2050,2/24/2021,10/20/2022,Basic,499
2051,5/3/2023,12/12/2024,Standard,799
2052,6/8/2023,,Premium,1199
2053,4/4/2022,,Basic,499
2054,9/12/2023,,Standard,799
2055,7/3/2021,3/27/2022,Premium,1199
2056,6/19/2022,,Standard,799
2057,9/2/2021,,Premium,1199
2058,7/18/2023,,Premium,1199
2059,3/9/2022,,Standard,799
2060,12/6/2022,,Standard,799
2061,2/7/2023,,Standard,799
2062,1/28/2023,,Premium,1199
2063,6/10/2022,,Standard,799
2064,1/16/2022,,Basic,499
2065,9/19/2023,8/9/2024,Standard,799
2066,2/22/2021,11/25/2021,Basic,499
2067,3/7/2023,,Standard,799
2068,5/30/2023,,Standard,799
2069,12/10/2022,,Standard,799
2070,9/30/2022,,Basic,499
2071,12/9/2021,4/13/2023,Premium,1199
2072,1/16/2022,1/24/2023,Premium,1199
2073,6/15/2022,,Standard,799
2074,4/14/2021,,Premium,1199
2075,6/27/2022,,Standard,799
2076,1/30/2022,,Basic,499
2077,7/12/2021,7/24/2022,Premium,1199
2078,6/2/2023,,Standard,799
2079,11/13/2022,8/18/2023,Basic,499
2080,11/16/2022,,Premium,1199
2081,7/3/2023,,Basic,499
2082,5/11/2022,,Basic,499
2083,10/31/2022,,Standard,799
2084,6/10/2021,,Standard,799
2085,5/26/2023,,Standard,799
2086,5/24/2022,,Basic,499
2087,2/6/2022,,Premium,1199
2088,5/24/2021,,Premium,1199
2089,7/22/2021,,Standard,799
2090,12/1/2021,,Premium,1199
2091,1/5/2023,,Basic,499
2092,1/14/2023,6/19/2024,Standard,799
2093,12/11/2021,,Basic,499
2094,9/27/2023,7/11/2025,Basic,499
2095,2/27/2022,,Basic,499
2096,2/16/2023,,Standard,799
2097,5/31/2023,,Standard,799
2098,1/21/2023,,Basic,499
2099,6/22/2022,,Basic,499
2100,8/28/2021,,Standard,799
2101,1/2/2023,,Standard,799
2102,1/11/2021,,Standard,799
2103,3/16/2021,5/21/2022,Premium,1199
2104,8/11/2023,,Premium,1199
2105,4/13/2022,,Basic,499
2106,4/2/2023,,Standard,799
2107,7/13/2023,2/2/2025,Basic,499
2108,1/17/2022,,Standard,799
2109,5/26/2021,7/9/2022,Premium,1199
2110,3/24/2021,,Basic,499
2111,11/12/2021,,Premium,1199
2112,4/6/2023,10/11/2023,Premium,1199
2113,6/20/2023,,Standard,799
2114,9/12/2022,,Standard,799
2115,9/7/2021,,Basic,499
2116,7/6/2022,,Basic,499
2117,9/14/2023,7/28/2025,Standard,799
2118,7/22/2022,,Premium,1199
2119,6/26/2023,2/1/2025,Standard,799
2120,7/2/2023,9/4/2024,Standard,799
2121,4/18/2023,,Standard,799
2122,10/16/2021,10/5/2022,Basic,499
2123,12/11/2022,,Standard,799
2124,9/11/2021,,Basic,499
2125,8/25/2022,,Basic,499
2126,9/23/2021,,Standard,799
2127,5/5/2022,,Standard,799
2128,5/26/2022,,Standard,799
2129,1/13/2021,,Premium,1199
2130,6/22/2021,,Standard,799
2131,1/22/2023,3/20/2024,Premium,1199
2132,8/10/2021,,Basic,499
2133,9/5/2021,,Standard,799
2134,10/27/2022,,Basic,499
2135,4/4/2023,2/7/2024,Premium,1199
2136,4/10/2022,,Standard,799
2137,5/4/2021,12/11/2021,Basic,499
2138,2/2/2022,10/22/2022,Premium,1199
2139,2/17/2022,,Premium,1199
2140,4/22/2022,,Basic,499
2141,1/24/2022,,Basic,499
2142,9/29/2021,,Basic,499
2143,10/25/2021,,Standard,799
2144,12/3/2021,3/10/2023,Premium,1199
2145,5/13/2023,,Standard,799
2146,6/10/2022,,Basic,499
2147,3/10/2022,8/24/2023,Standard,799
2148,8/31/2022,,Basic,499
2149,2/19/2023,,Standard,799
2150,10/15/2021,,Standard,799
2151,12/22/2021,6/26/2023,Basic,499
2152,5/6/2022,,Standard,799
2153,5/17/2021,,Basic,499
2154,2/15/2022,,Standard,799
2155,11/5/2021,,Basic,499
2156,6/10/2021,,Basic,499
2157,4/25/2023,,Premium,1199
2158,6/29/2021,,Basic,499
2159,3/14/2022,,Standard,799
2160,10/24/2021,11/4/2022,Premium,1199
2161,10/23/2021,8/26/2022,Basic,499
2162,10/5/2021,,Basic,499
2163,11/14/2021,6/11/2022,Standard,799
2164,11/8/2021,,Premium,1199
2165,9/2/2021,,Standard,799
2166,7/26/2021,,Standard,799
2167,6/5/2021,8/11/2022,Standard,799
2168,3/2/2023,,Basic,499
2169,6/19/2022,,Standard,799
2170,3/1/2023,,Basic,499
2171,2/17/2021,,Standard,799
2172,3/10/2021,,Standard,799
2173,8/24/2021,,Premium,1199
2174,11/22/2021,,Standard,799
2175,11/16/2021,,Standard,799
2176,2/7/2022,,Standard,799
2177,6/27/2023,,Basic,499
2178,7/3/2021,,Standard,799
2179,11/4/2021,,Standard,799
2180,6/2/2023,12/3/2023,Basic,499
2181,7/9/2023,,Standard,799
2182,4/17/2023,,Premium,1199
2183,6/4/2023,,Premium,1199
2184,7/19/2021,,Premium,1199
2185,12/4/2021,,Standard,799
2186,10/17/2021,,Basic,499
2187,6/10/2023,11/10/2024,Basic,499
2188,2/24/2022,3/27/2023,Standard,799
2189,6/20/2022,4/7/2024,Basic,499
2190,6/27/2023,,Premium,1199
2191,1/2/2022,,Standard,799
2192,7/14/2023,1/21/2025,Basic,499
2193,7/8/2022,11/20/2023,Premium,1199
2194,12/7/2022,,Standard,799
2195,1/20/2021,4/20/2022,Basic,499
2196,8/8/2021,,Standard,799
2197,2/16/2023,10/30/2023,Standard,799
2198,1/22/2021,8/7/2022,Basic,499
2199,3/13/2023,,Standard,799
2200,4/5/2021,,Standard,799
2201,1/15/2021,,Basic,499
2202,11/20/2021,,Standard,799
2203,11/18/2022,,Standard,799
2204,1/18/2022,,Premium,1199
2205,4/28/2023,6/18/2024,Standard,799
2206,12/18/2021,,Basic,499
2207,3/9/2023,10/14/2023,Premium,1199
2208,4/6/2022,,Standard,799
2209,10/21/2021,,Basic,499
2210,1/23/2023,,Standard,799
2211,12/13/2022,,Standard,799
2212,6/18/2021,,Basic,499
2213,12/11/2021,,Basic,499
2214,11/30/2021,4/27/2023,Standard,799
2215,6/14/2023,8/16/2024,Standard,799
2216,9/26/2022,,Standard,799
2217,1/5/2022,,Standard,799
2218,3/15/2023,,Basic,499
2219,6/2/2021,,Basic,499
2220,9/22/2021,7/13/2023,Standard,799
2221,8/20/2023,8/10/2025,Basic,499
2222,3/12/2021,2/7/2023,Premium,1199
2223,1/20/2022,,Basic,499
2224,2/23/2022,4/22/2023,Standard,799
2225,10/14/2021,,Standard,799
2226,4/13/2021,11/2/2022,Basic,499
2227,7/11/2023,,Basic,499
2228,2/5/2021,,Basic,499
2229,4/30/2021,7/25/2022,Standard,799
2230,2/3/2022,9/25/2023,Standard,799
2231,9/17/2022,,Basic,499
2232,9/4/2021,,Premium,1199
2233,6/25/2022,11/30/2023,Standard,799
2234,8/27/2022,,Basic,499
2235,8/6/2021,,Basic,499
2236,1/17/2023,,Standard,799
2237,1/27/2021,,Premium,1199
2238,6/18/2023,,Standard,799
2239,9/28/2022,,Premium,1199
2240,3/28/2023,,Basic,499
2241,1/25/2023,,Standard,799
2242,9/14/2021,1/28/2023,Standard,799
2243,6/1/2023,,Standard,799
2244,5/25/2022,,Premium,1199
2245,8/8/2022,2/19/2023,Premium,1199
2246,8/12/2022,,Basic,499
2247,3/26/2023,,Standard,799
2248,3/29/2022,,Basic,499
2249,5/11/2021,,Premium,1199
2250,8/4/2022,,Premium,1199
2251,8/20/2023,,Standard,799
2252,6/30/2022,5/30/2024,Basic,499
2253,8/17/2023,,Standard,799
2254,1/11/2022,,Basic,499
2255,9/6/2021,,Premium,1199
2256,6/3/2022,,Premium,1199
2257,1/19/2022,,Premium,1199
2258,12/15/2021,8/22/2022,Standard,799
2259,12/8/2021,,Standard,799
2260,3/30/2022,,Standard,799
2261,7/24/2021,,Basic,499
2262,5/14/2022,,Standard,799
2263,5/13/2022,2/16/2024,Basic,499
2264,7/15/2023,,Standard,799
2265,6/3/2021,,Standard,799
2266,12/9/2021,9/21/2022,Basic,499
2267,6/29/2021,,Basic,499
2268,8/9/2021,,Basic,499
2269,7/9/2021,,Basic,499
2270,7/15/2022,1/17/2024,Basic,499
2271,5/10/2022,,Standard,799
2272,5/5/2023,,Premium,1199
2273,8/31/2021,7/10/2023,Standard,799
2274,1/30/2021,6/8/2022,Premium,1199
2275,4/30/2021,,Standard,799
2276,8/14/2021,,Standard,799
2277,12/7/2022,,Basic,499
2278,8/9/2023,,Premium,1199
2279,5/4/2021,,Premium,1199
2280,7/9/2022,5/9/2024,Premium,1199
2281,1/27/2021,12/27/2021,Standard,799
2282,9/25/2022,,Premium,1199
2283,7/18/2023,11/8/2024,Basic,499
2284,3/13/2021,2/12/2023,Basic,499
2285,9/14/2023,,Premium,1199
2286,6/18/2021,,Standard,799
2287,4/19/2022,12/3/2022,Standard,799
2288,1/22/2023,,Standard,799
2289,9/13/2023,,Standard,799
2290,4/21/2022,12/2/2022,Basic,499
2291,1/31/2021,,Standard,799
2292,8/8/2023,,Standard,799
2293,5/25/2023,,Basic,499
2294,1/7/2023,4/7/2024,Standard,799
2295,7/25/2023,7/15/2025,Basic,499
2296,3/27/2023,4/30/2024,Standard,799
2297,8/9/2021,,Basic,499
2298,11/8/2022,10/29/2023,Standard,799
2299,7/19/2021,5/5/2023,Standard,799
2300,9/22/2023,,Basic,499
2301,1/2/2022,12/1/2023,Basic,499
2302,7/4/2022,,Standard,799
2303,9/27/2022,11/2/2023,Premium,1199
2304,3/16/2021,,Basic,499
2305,1/15/2023,,Basic,499
2306,2/4/2023,,Standard,799
2307,2/27/2022,2/1/2024,Basic,499
2308,6/15/2022,12/23/2022,Standard,799
2309,3/6/2023,,Basic,499
2310,6/13/2022,2/5/2023,Standard,799
2311,5/3/2022,,Premium,1199
2312,1/1/2023,,Basic,499
2313,6/30/2022,,Standard,799
2314,12/3/2022,6/2/2024,Basic,499
2315,7/26/2022,4/14/2023,Basic,499
2316,7/12/2023,,Premium,1199
2317,3/16/2021,,Basic,499
2318,9/4/2023,5/17/2024,Standard,799
2319,7/16/2023,,Basic,499
2320,5/8/2023,,Premium,1199
2321,7/15/2023,,Basic,499
2322,3/20/2022,,Basic,499
2323,9/23/2021,,Basic,499
2324,5/13/2021,,Basic,499
2325,11/28/2022,3/22/2024,Basic,499
2326,1/20/2022,,Basic,499
2327,11/24/2022,,Standard,799
2328,8/26/2021,,Premium,1199
2329,9/15/2023,,Premium,1199
2330,8/13/2023,,Premium,1199
2331,9/8/2021,5/14/2023,Basic,499
2332,10/6/2022,,Standard,799
2333,11/17/2021,,Standard,799
2334,7/9/2023,,Standard,799
2335,8/25/2021,6/7/2022,Standard,799
2336,10/21/2021,,Standard,799
2337,11/27/2022,,Standard,799
2338,5/2/2023,,Standard,799
2339,6/26/2021,,Standard,799
2340,8/11/2022,,Basic,499
2341,9/15/2021,,Basic,499
2342,1/9/2022,,Standard,799
2343,6/13/2021,,Standard,799
2344,7/16/2022,12/8/2023,Standard,799
2345,10/5/2021,,Premium,1199
2346,7/12/2021,,Standard,799
2347,11/25/2022,,Standard,799
2348,2/18/2021,,Basic,499
2349,5/29/2023,12/12/2024,Standard,799
2350,9/7/2021,,Standard,799
2351,11/26/2022,,Premium,1199
2352,9/8/2021,,Standard,799
2353,12/8/2021,5/28/2023,Standard,799
2354,10/14/2022,1/3/2024,Standard,799
2355,6/4/2023,9/19/2024,Basic,499
2356,2/4/2023,2/22/2024,Standard,799
2357,9/27/2022,,Standard,799
2358,5/12/2021,12/10/2022,Standard,799
2359,2/26/2022,,Basic,499
2360,2/2/2023,,Premium,1199
2361,5/30/2021,,Basic,499
2362,3/10/2023,4/2/2024,Basic,499
2363,7/17/2021,,Standard,799
2364,10/16/2022,,Basic,499
2365,1/27/2021,,Premium,1199
2366,5/26/2023,11/22/2024,Basic,499
2367,4/25/2021,,Basic,499
2368,6/16/2023,4/2/2025,Standard,799
2369,4/13/2022,,Standard,799
2370,11/25/2022,,Standard,799
2371,12/2/2021,9/17/2023,Standard,799
2372,6/27/2023,,Basic,499
2373,10/16/2022,,Basic,499
2374,4/3/2021,,Standard,799
2375,10/2/2022,,Premium,1199
2376,2/1/2021,,Basic,499
2377,1/30/2023,,Standard,799
2378,1/15/2022,7/24/2022,Basic,499
2379,10/4/2021,,Premium,1199
2380,3/25/2023,,Standard,799
2381,4/9/2023,2/21/2025,Basic,499
2382,6/3/2022,6/28/2023,Basic,499
2383,1/29/2022,,Premium,1199
2384,5/6/2022,7/19/2023,Standard,799
2385,6/24/2023,,Basic,499
2386,10/23/2022,,Basic,499
2387,5/17/2021,6/4/2022,Standard,799
2388,4/7/2023,,Basic,499
2389,2/13/2023,11/12/2024,Standard,799
2390,7/9/2023,,Standard,799
2391,7/14/2022,,Standard,799
2392,12/8/2021,,Basic,499
2393,1/13/2023,,Basic,499
2394,8/29/2022,5/1/2023,Standard,799
2395,8/26/2021,1/5/2023,Basic,499
2396,8/28/2022,,Basic,499
2397,4/26/2021,12/3/2021,Standard,799
2398,1/14/2021,,Basic,499
2399,5/19/2021,,Standard,799
2400,2/24/2023,,Basic,499
2401,6/20/2022,,Standard,799
2402,8/20/2022,4/22/2023,Standard,799
2403,5/3/2021,,Premium,1199
2404,12/29/2021,,Basic,499
2405,12/23/2022,,Standard,799
2406,6/19/2022,,Basic,499
2407,3/15/2023,,Standard,799
2408,2/1/2022,,Standard,799
2409,5/24/2021,,Basic,499
2410,8/6/2021,,Standard,799
2411,3/25/2021,4/11/2022,Standard,799
2412,6/13/2023,4/26/2024,Basic,499
2413,7/4/2021,1/10/2023,Premium,1199
2414,3/10/2021,,Basic,499
2415,10/15/2022,,Premium,1199
2416,10/5/2021,4/17/2022,Basic,499
2417,11/16/2022,6/25/2024,Basic,499
2418,1/29/2023,,Standard,799
2419,8/17/2022,7/14/2024,Standard,799
2420,11/16/2021,,Premium,1199
2421,4/29/2022,,Basic,499
2422,3/17/2023,,Standard,799
2423,11/10/2022,7/25/2024,Standard,799
2424,5/19/2021,5/7/2023,Premium,1199
2425,7/6/2023,,Basic,499
2426,3/7/2022,10/15/2023,Basic,499
2427,3/3/2023,,Basic,499
2428,5/14/2023,,Basic,499
2429,11/16/2021,7/16/2022,Premium,1199
2430,2/27/2022,,Basic,499
2431,4/23/2022,,Basic,499
2432,4/12/2022,,Premium,1199
2433,5/5/2021,,Standard,799
2434,9/6/2023,,Premium,1199
2435,8/23/2021,,Basic,499
2436,5/1/2022,,Standard,799
2437,7/31/2021,,Standard,799
2438,3/29/2023,5/23/2024,Standard,799
2439,2/13/2021,10/8/2022,Standard,799
2440,9/9/2021,,Basic,499
2441,4/7/2021,,Basic,499
2442,4/19/2022,,Standard,799
2443,11/24/2021,,Premium,1199
2444,8/28/2022,9/25/2023,Standard,799
2445,2/23/2023,8/25/2024,Basic,499
2446,4/5/2021,,Standard,799
2447,7/22/2022,,Standard,799
2448,10/7/2022,,Basic,499
2449,7/1/2021,1/28/2023,Standard,799
2450,7/1/2021,9/2/2022,Premium,1199
2451,1/27/2021,,Premium,1199
2452,3/13/2021,11/17/2021,Basic,499
2453,7/29/2021,,Standard,799
2454,7/6/2023,,Basic,499
2455,5/8/2021,,Standard,799
2456,4/30/2022,,Basic,499
2457,7/11/2022,,Basic,499
2458,9/14/2023,,Standard,799
2459,3/24/2022,,Premium,1199
2460,2/21/2021,,Basic,499
2461,2/15/2023,,Basic,499
2462,9/2/2023,10/24/2024,Premium,1199
2463,6/20/2022,,Premium,1199
2464,12/19/2022,,Standard,799
2465,10/4/2022,5/15/2023,Basic,499
2466,1/14/2021,,Basic,499
2467,7/16/2021,,Standard,799
2468,8/24/2021,,Premium,1199
2469,3/26/2021,6/22/2022,Basic,499
2470,1/2/2022,,Basic,499
2471,4/17/2023,6/2/2024,Standard,799
2472,3/25/2023,,Standard,799
2473,11/10/2022,,Premium,1199
2474,7/21/2021,6/5/2023,Basic,499
2475,9/20/2021,8/4/2022,Premium,1199
2476,3/13/2023,,Basic,499
2477,9/18/2023,,Premium,1199
2478,8/9/2023,,Basic,499
2479,6/25/2023,,Premium,1199
2480,7/18/2023,7/31/2024,Premium,1199
2481,12/2/2021,11/23/2022,Basic,499
2482,8/25/2021,,Basic,499
2483,11/23/2022,,Standard,799
2484,9/12/2022,,Basic,499
2485,7/14/2021,,Basic,499
2486,10/12/2022,,Basic,499
2487,7/16/2023,,Basic,499
2488,10/5/2021,1/22/2023,Standard,799
2489,1/31/2021,,Standard,799
2490,11/19/2021,,Standard,799
2491,10/8/2021,,Basic,499
2492,12/27/2022,,Standard,799
2493,11/24/2021,,Standard,799
2494,4/5/2022,,Standard,799
2495,6/10/2022,,Standard,799
2496,3/23/2022,3/17/2023,Standard,799
2497,12/9/2021,,Basic,499
2498,6/22/2022,,Basic,499
2499,8/17/2023,,Standard,799
2500,8/3/2021,,Standard,799
2501,1/9/2023,9/20/2023,Basic,499
2502,11/30/2022,,Basic,499
2503,6/29/2021,,Standard,799
2504,3/5/2023,,Premium,1199
2505,11/4/2021,,Standard,799
2506,7/15/2022,,Standard,799
2507,10/3/2021,,Basic,499
2508,5/3/2023,12/27/2024,Basic,499
2509,6/30/2022,,Standard,799
2510,9/24/2023,11/5/2024,Basic,499
2511,7/3/2023,,Premium,1199
2512,1/24/2021,3/29/2022,Basic,499
2513,6/4/2021,4/24/2022,Basic,499
2514,11/12/2021,,Basic,499
2515,11/26/2022,12/29/2023,Standard,799
2516,6/5/2023,,Basic,499
2517,12/14/2021,11/30/2023,Standard,799
2518,7/17/2022,,Premium,1199
2519,12/9/2021,,Standard,799
2520,11/14/2021,,Basic,499
2521,9/7/2021,,Basic,499
2522,5/2/2023,,Basic,499
2523,7/24/2022,,Premium,1199
2524,8/23/2022,,Standard,799
2525,5/25/2021,2/16/2022,Basic,499
2526,9/19/2022,,Basic,499
2527,3/5/2022,2/10/2023,Basic,499
2528,7/30/2023,,Standard,799
2529,5/7/2021,9/2/2022,Basic,499
2530,1/26/2023,7/4/2024,Premium,1199
2531,7/14/2023,,Premium,1199
2532,11/21/2022,2/19/2024,Standard,799
2533,12/9/2021,,Basic,499
2534,2/25/2023,4/12/2024,Basic,499
2535,9/20/2021,,Standard,799
2536,3/27/2023,,Standard,799
2537,1/4/2022,,Premium,1199
2538,9/6/2021,6/12/2023,Basic,499
2539,10/11/2022,,Basic,499
2540,10/25/2022,5/24/2024,Premium,1199
2541,7/20/2021,9/26/2022,Premium,1199
2542,12/11/2021,11/7/2023,Standard,799
2543,10/16/2022,,Premium,1199
2544,5/16/2022,,Standard,799
2545,10/7/2021,,Standard,799
2546,5/26/2022,,Standard,799
2547,9/30/2022,,Basic,499
2548,8/30/2022,,Standard,799
2549,4/21/2023,,Standard,799
2550,6/13/2022,,Basic,499
2551,4/23/2023,,Premium,1199
2552,9/25/2023,5/24/2024,Basic,499
2553,9/2/2022,3/3/2024,Basic,499
2554,9/6/2021,,Basic,499
2555,7/30/2022,,Basic,499
2556,9/26/2022,10/22/2023,Basic,499
2557,7/1/2023,2/26/2025,Standard,799
2558,8/11/2023,10/13/2024,Basic,499
2559,12/4/2021,,Premium,1199
2560,3/14/2022,,Basic,499
2561,10/24/2022,5/21/2023,Basic,499
2562,12/7/2021,,Basic,499
2563,1/5/2023,9/22/2024,Standard,799
2564,10/12/2021,,Premium,1199
2565,9/8/2023,,Basic,499
2566,9/17/2023,,Standard,799
2567,10/7/2022,,Standard,799
2568,2/15/2023,8/24/2023,Basic,499
2569,7/19/2022,6/18/2023,Basic,499
2570,9/9/2021,,Basic,499
2571,1/8/2022,,Basic,499
2572,2/21/2022,,Standard,799
2573,1/10/2021,,Standard,799
2574,9/2/2023,,Premium,1199
2575,5/28/2021,,Standard,799
2576,2/15/2022,1/26/2024,Standard,799
2577,9/10/2022,4/4/2023,Standard,799
2578,9/26/2021,,Standard,799
2579,4/23/2021,,Basic,499
2580,9/21/2023,,Standard,799
2581,8/14/2021,,Standard,799
2582,2/16/2022,,Basic,499
2583,4/12/2022,11/26/2023,Basic,499
2584,3/6/2022,2/13/2023,Basic,499
2585,10/12/2022,,Premium,1199
2586,11/9/2021,,Standard,799
2587,4/7/2023,11/25/2024,Basic,499
2588,9/6/2021,,Basic,499
2589,4/7/2021,,Standard,799
2590,7/20/2022,,Standard,799
2591,2/18/2021,,Premium,1199
2592,9/4/2022,,Basic,499
2593,2/4/2023,,Standard,799
2594,8/22/2022,,Premium,1199
2595,8/13/2022,,Basic,499
2596,3/2/2022,,Premium,1199
2597,5/18/2023,,Basic,499
2598,7/15/2021,5/16/2022,Premium,1199
2599,6/6/2022,8/26/2023,Basic,499
2600,3/19/2022,,Premium,1199
2601,11/25/2022,,Standard,799
2602,6/22/2022,,Premium,1199
2603,12/21/2021,10/25/2023,Basic,499
2604,6/27/2021,,Premium,1199
2605,2/18/2021,1/26/2022,Standard,799
2606,5/26/2021,6/10/2022,Standard,799
2607,3/2/2022,2/7/2024,Basic,499
2608,7/20/2021,,Premium,1199
2609,4/16/2023,1/15/2025,Standard,799
2610,2/20/2023,,Standard,799
2611,9/17/2022,,Standard,799
2612,11/19/2022,6/12/2024,Basic,499
2613,9/10/2023,7/18/2024,Basic,499
2614,9/20/2023,,Standard,799
2615,5/22/2022,,Premium,1199
2616,9/26/2022,,Basic,499
2617,6/5/2023,,Basic,499
2618,8/11/2021,,Basic,499
2619,10/24/2021,9/22/2023,Basic,499
2620,4/25/2021,,Basic,499
2621,11/3/2021,,Premium,1199
2622,3/16/2021,,Basic,499
2623,7/22/2023,,Premium,1199
2624,9/21/2023,,Standard,799
2625,4/8/2022,,Premium,1199
2626,9/19/2021,,Premium,1199
2627,11/6/2021,,Basic,499
2628,5/6/2021,11/23/2021,Premium,1199
2629,9/5/2023,4/2/2025,Basic,499
2630,8/13/2022,5/24/2024,Standard,799
2631,5/15/2022,,Premium,1199
2632,9/18/2021,,Basic,499
2633,5/16/2023,,Standard,799
2634,4/9/2022,,Basic,499
2635,2/14/2022,12/21/2023,Standard,799
2636,10/23/2022,8/30/2024,Standard,799
2637,7/30/2022,1/21/2024,Basic,499
2638,3/9/2023,,Standard,799
2639,3/23/2022,,Standard,799
2640,2/3/2022,11/25/2023,Basic,499
2641,12/7/2021,,Basic,499
2642,6/6/2021,,Standard,799
2643,9/25/2021,,Premium,1199
2644,11/4/2021,,Basic,499
2645,4/16/2022,4/23/2023,Basic,499
2646,7/26/2023,,Standard,799
2647,5/27/2023,,Premium,1199
2648,6/4/2023,,Basic,499
2649,9/19/2021,,Basic,499
2650,12/22/2021,,Premium,1199
2651,5/26/2022,2/14/2023,Premium,1199
2652,9/24/2022,,Premium,1199
2653,3/17/2021,9/21/2022,Standard,799
2654,2/7/2023,,Premium,1199
2655,3/30/2023,,Basic,499
2656,12/14/2021,,Standard,799
2657,3/8/2021,,Standard,799
